Supplier_ID,Product_Category,Lead_Time_Days,On_Time_Delivery_%,Defect_Rate_%,Price_Variance_%,Order_Quantity,Distance_KM,Supplier_Risk_Score,Delivery_Score,Quality_Score,Cost_Score,Logistics_Score,Risk_Adjusted_Score,Supplier_Final_Score,Rank,Category
391,Electronics,6,74.83,2.71,-8.74,4753,1391,6.99,74.83,72.9,56.3,72.18,30.099999999999994,62.357,699.0,Medium Performer
392,Pharma,2,86.74,7.1,1.62,2756,172,2.94,86.74,29.0,91.9,96.56,70.6,70.833,306.0,Medium Performer
393,Pharma,18,94.35,3.95,-0.51,51,1643,2.99,94.35,60.5,97.45,67.14,70.1,78.7815,78.0,Medium Performer
394,Electronics,4,92.25,1.21,-2.09,1083,1701,7.56,92.25,87.9,89.55,65.97999999999999,24.400000000000006,74.56049999999999,179.0,Medium Performer
395,Pharma,14,96.44,6.7,-2.86,2531,523,5.5,96.44,33.0,85.7,89.53999999999999,45.0,67.99100000000001,437.0,Medium Performer
396,Pharma,15,78.34,0.86,-7.72,174,359,4.74,78.34,91.4,61.4,92.82,52.599999999999994,75.364,153.0,Medium Performer
397,Pharma,19,75.82,5.95,-2.13,1154,1942,2.52,75.82,40.5,89.35,61.16,74.8,67.34949999999999,474.0,Medium Performer
398,Food,5,96.39,6.3,-8.92,2749,690,2.69,96.39,37.0,55.4,86.2,73.1,69.71700000000001,356.0,Medium Performer
399,Furniture,19,89.73,3.14,9.52,1911,1497,1.09,89.73,68.6,52.400000000000006,70.06,89.1,76.755,126.0,Medium Performer
400,Apparel,6,79.33,6.69,-0.04,2970,1860,1.82,79.33,33.099999999999994,99.8,62.8,81.8,69.684,360.0,Medium Performer
401,Food,17,92.27,4.37,1.1,178,1870,6.01,92.27,56.3,94.5,62.6,39.900000000000006,70.17099999999999,334.0,Medium Performer
402,Pharma,2,94.45,3.97,12.34,487,1408,9.03,94.45,60.3,38.3,71.84,9.700000000000003,58.278999999999996,826.0,Low Performer
403,Electronics,22,88.45,0.84,6.45,4896,1125,3.58,88.45,91.6,67.75,77.5,64.2,80.1875,58.0,Top Performer
404,Pharma,15,90.64,2.68,-9.8,2598,190,3.95,90.64,73.2,51.0,96.2,60.5,74.862,166.0,Medium Performer
405,Furniture,16,81.26,7.48,13.58,3179,752,2.04,81.26,25.19999999999999,32.099999999999994,84.96000000000001,79.6,59.909,775.0,Low Performer
406,Pharma,10,86.16,3.44,-4.07,1271,1334,4.5,86.16,65.6,79.65,73.32,55.0,72.5275,243.0,Medium Performer
407,Electronics,16,85.72,4.6,-7.31,951,669,1.33,85.72,54.0,63.45,86.62,86.7,74.73549999999999,169.0,Medium Performer
408,Furniture,18,95.44,4.49,9.2,3218,1825,9.26,95.44,55.099999999999994,54.0,63.5,7.400000000000006,58.337,825.0,Low Performer
409,Pharma,5,95.2,4.93,2.51,4536,1222,7.06,95.2,50.7,87.45,75.56,29.400000000000006,67.7885,452.5,Medium Performer
410,Furniture,13,94.98,0.96,0.84,3968,1892,9.92,94.98,90.4,95.8,62.16,0.7999999999999972,71.83999999999999,270.0,Medium Performer
411,Apparel,6,70.33,3.22,-3.76,1117,1895,8.95,70.33,67.8,81.2,62.1,10.5,58.539,814.0,Low Performer
412,Apparel,6,92.49,5.92,3.69,76,1347,5.26,92.49,40.8,81.55,73.06,47.400000000000006,66.9655,493.0,Medium Performer
413,Pharma,12,92.76,2.0,-3.14,597,502,5.68,92.76,80.0,84.3,89.96000000000001,43.2,78.109,94.0,Medium Performer
414,Furniture,7,90.35,2.03,12.54,2718,932,2.72,90.35,79.7,37.300000000000004,81.36,72.8,75.321,155.0,Medium Performer
415,Electronics,8,92.69,0.58,-4.62,616,1955,5.16,92.69,94.2,76.9,60.9,48.4,78.662,80.0,Medium Performer
416,Pharma,15,95.26,3.78,12.11,753,137,9.13,95.26,62.2,39.45,97.26,8.699999999999989,61.5115,733.0,Medium Performer
417,Apparel,12,84.11,7.12,3.99,4330,1552,1.46,84.11,28.799999999999997,80.05,68.96000000000001,85.4,68.4165,414.0,Medium Performer
418,Apparel,14,85.06,0.89,10.71,3190,1459,8.77,85.06,91.1,46.449999999999996,70.82,12.300000000000011,64.80250000000001,591.0,Medium Performer
419,Pharma,3,73.74,1.93,7.82,1640,1592,4.07,73.74,80.7,60.9,68.16,59.3,70.108,338.0,Medium Performer
420,Furniture,8,81.56,2.83,7.42,4993,574,9.1,81.56,71.7,62.9,88.52,9.0,62.480000000000004,696.0,Medium Performer
421,Apparel,21,89.3,5.99,-1.89,4744,1220,9.47,89.3,40.099999999999994,90.55,75.6,5.299999999999997,59.0175,803.0,Low Performer
422,Furniture,5,93.41,5.3,-4.15,855,559,7.04,93.41,47.0,79.25,88.82,29.599999999999994,66.46249999999999,520.0,Medium Performer
423,Apparel,9,76.52,3.62,-4.73,3841,462,6.98,76.52,63.8,76.35,90.76,30.19999999999999,65.47449999999999,565.0,Medium Performer
424,Apparel,21,74.13,6.19,11.43,1407,480,5.07,74.13,38.099999999999994,42.85,90.4,49.3,57.091499999999996,863.0,Low Performer
425,Food,23,89.89,5.07,10.51,3275,997,8.52,89.89,49.3,47.45,80.06,14.800000000000011,57.3755,853.0,Low Performer
426,Apparel,22,70.06,7.22,1.01,3668,747,9.65,70.06,27.799999999999997,94.95,85.06,3.5,51.4165,964.0,Low Performer
427,Electronics,20,75.35,6.64,-6.69,2176,1598,7.98,75.35,33.60000000000001,66.55,68.03999999999999,20.19999999999999,51.8315,958.0,Low Performer
428,Pharma,14,70.87,2.4,-0.44,2510,1944,6.6,70.87,76.0,97.8,61.12,34.0,67.843,448.0,Medium Performer
429,Pharma,15,75.01,2.54,5.48,595,233,6.46,75.01,74.6,72.6,95.34,35.400000000000006,68.657,403.0,Medium Performer
430,Furniture,11,75.44,1.44,1.36,2778,163,8.65,75.44,85.6,93.2,96.74,13.5,70.38600000000001,322.0,Medium Performer
431,Apparel,12,81.63,3.03,9.5,3784,569,5.87,81.63,69.7,52.5,88.62,41.3,66.911,497.0,Medium Performer
432,Electronics,3,82.07,8.0,14.94,2612,360,8.23,82.07,20.0,25.299999999999997,92.8,17.69999999999999,46.236,995.0,Low Performer
433,Furniture,10,96.23,3.54,-5.22,2129,1180,5.58,96.23,64.6,73.9,76.4,44.2,72.584,239.0,Medium Performer
434,Food,18,85.3,2.15,1.49,2691,1938,1.56,85.3,78.5,92.55,61.24,84.4,82.10150000000002,29.0,Top Performer
435,Furniture,4,91.7,6.22,0.77,3164,1609,4.46,91.7,37.800000000000004,96.15,67.82,55.4,69.2445,381.0,Medium Performer
436,Furniture,7,73.12,4.57,-2.39,1976,358,5.0,73.12,54.3,88.05,92.84,50.0,68.0025,436.0,Medium Performer
437,Apparel,6,76.76,1.62,-5.05,666,191,2.27,76.76,83.8,74.75,96.18,77.3,80.26850000000002,55.0,Top Performer
438,Food,6,91.09,3.36,-8.36,3694,646,1.92,91.09,66.4,58.2,87.08,80.8,77.525,103.0,Medium Performer
439,Furniture,23,71.58,3.61,12.18,1253,1027,5.82,71.58,63.9,39.1,79.46000000000001,41.8,59.620000000000005,782.0,Low Performer
440,Electronics,16,84.6,6.15,0.5,1809,188,1.77,84.6,38.5,97.5,96.24,82.3,75.714,149.0,Medium Performer
441,Electronics,24,87.98,0.66,2.42,2615,1072,3.73,87.98,93.4,87.9,78.56,62.7,83.325,20.0,Top Performer
442,Pharma,18,88.06,2.52,12.92,3224,781,7.7,88.06,74.8,35.400000000000006,84.38,23.0,63.466,657.0,Medium Performer
443,Food,10,70.69,4.38,9.41,3131,903,9.68,70.69,56.2,52.95,81.94,3.200000000000003,52.033500000000004,955.0,Low Performer
444,Food,4,79.66,2.52,-6.74,2680,1036,7.46,79.66,74.8,66.3,79.28,25.400000000000006,65.551,562.0,Medium Performer
445,Pharma,21,89.09,5.21,4.14,3211,1025,9.93,89.09,47.9,79.3,79.5,0.7000000000000028,58.687,811.0,Low Performer
446,Furniture,18,74.47,4.11,1.06,4371,73,7.29,74.47,58.9,94.7,98.54,27.099999999999994,66.54499999999999,513.0,Medium Performer
447,Food,11,90.86,3.21,9.93,719,38,3.64,90.86,67.9,50.35,99.24,63.6,74.4295,185.0,Medium Performer
448,Electronics,4,92.38,7.62,8.11,3218,381,7.05,92.38,23.799999999999997,59.45,92.38,29.5,57.719500000000004,840.0,Low Performer
449,Electronics,19,99.46,5.24,7.26,2171,1556,7.32,99.46,47.599999999999994,63.7,68.88,26.799999999999997,63.541,655.0,Medium Performer
450,Apparel,19,76.3,1.47,-1.49,4128,106,4.35,76.3,85.3,92.55,97.88,56.5,79.18549999999999,71.0,Medium Performer
451,Food,18,94.75,4.7,10.12,4201,1903,1.16,94.75,53.0,49.400000000000006,61.94,88.4,72.959,227.0,Medium Performer
452,Furniture,4,85.61,6.36,-8.69,769,1475,7.33,85.61,36.4,56.550000000000004,70.5,26.700000000000003,55.6555,891.0,Low Performer
453,Pharma,4,81.2,5.81,-6.01,2650,1236,1.2,81.2,41.900000000000006,69.95,75.28,88.0,70.4555,319.0,Medium Performer
454,Pharma,7,73.67,1.79,-1.61,3648,1444,6.68,73.67,82.1,91.95,71.12,33.2,70.1705,335.0,Medium Performer
455,Furniture,14,92.07,7.79,-8.08,4719,1002,2.47,92.07,22.099999999999994,59.6,79.96000000000001,75.3,65.142,579.0,Medium Performer
456,Apparel,16,77.08,3.87,-4.13,716,30,6.09,77.08,61.3,79.35,99.4,39.1,68.1115,429.0,Medium Performer
457,Pharma,10,81.14,1.69,10.75,333,1584,5.54,81.14,83.1,46.25,68.32,44.6,67.8065,450.0,Medium Performer
458,Food,5,71.88,1.85,13.71,3953,744,1.12,71.88,81.5,31.44999999999999,85.12,88.8,72.9285,228.0,Medium Performer
459,Apparel,15,94.04,1.24,-2.38,3615,1135,4.27,94.04,87.6,88.1,77.3,57.300000000000004,82.517,28.0,Top Performer
460,Food,6,93.0,6.53,-3.39,2284,1079,6.41,93.0,34.7,83.05,78.42,35.900000000000006,64.0545,622.0,Medium Performer
461,Electronics,3,92.01,1.42,-3.0,4643,75,8.64,92.01,85.8,85.0,98.5,13.599999999999994,74.37299999999999,188.0,Medium Performer
462,Apparel,12,78.98,1.44,-3.06,1515,612,9.0,78.98,85.6,84.7,87.76,10.0,68.57499999999999,407.0,Medium Performer
463,Pharma,10,75.2,6.88,-9.1,179,1197,5.35,75.2,31.200000000000003,54.5,76.06,46.5,55.441,898.0,Low Performer
464,Apparel,4,89.13,3.08,13.17,4784,1144,7.56,89.13,69.2,34.150000000000006,77.12,24.400000000000006,61.75350000000001,720.0,Medium Performer
465,Apparel,10,84.88,0.73,-4.66,2110,347,3.85,84.88,92.7,76.7,93.06,61.5,81.75,32.0,Top Performer
466,Apparel,4,75.35,0.89,0.5,3722,132,4.08,75.35,91.1,97.5,97.36,59.2,81.581,35.0,Top Performer
467,Apparel,3,90.58,1.57,-9.76,2544,1738,2.75,90.58,84.3,51.2,65.24000000000001,72.5,76.953,119.0,Medium Performer
468,Food,13,99.73,2.1,11.45,1042,456,6.06,99.73,79.0,42.75,90.88,39.400000000000006,73.0495,225.0,Medium Performer
469,Electronics,11,92.42,5.49,8.28,2171,620,3.83,92.42,45.099999999999994,58.6,87.6,61.7,68.89099999999999,393.0,Medium Performer
470,Furniture,10,92.2,1.68,13.67,2634,1324,1.76,92.2,83.2,31.650000000000006,73.52,82.4,77.0395,113.0,Medium Performer
471,Apparel,16,98.51,1.39,9.54,4246,680,7.17,98.51,86.1,52.300000000000004,86.4,28.299999999999997,73.223,217.0,Medium Performer
472,Pharma,9,76.09,6.24,-2.16,2273,1445,7.37,76.09,37.599999999999994,89.2,71.1,26.299999999999997,57.977000000000004,836.0,Low Performer
473,Apparel,6,86.97,5.53,-3.8,4572,624,4.24,86.97,44.699999999999996,81.0,87.52,57.599999999999994,69.688,359.0,Medium Performer
474,Pharma,12,99.39,3.76,7.44,3238,906,1.69,99.39,62.400000000000006,62.8,81.88,83.1,79.64500000000001,64.0,Medium Performer
475,Food,3,74.96,4.62,-0.9,3287,290,4.84,74.96,53.8,95.5,94.2,51.6,70.00299999999999,347.0,Medium Performer
476,Pharma,16,91.01,2.84,4.16,4186,1076,4.98,91.01,71.6,79.2,78.48,50.199999999999996,74.971,162.0,Medium Performer
477,Furniture,7,87.57,4.12,-9.84,4574,1519,7.02,87.57,58.8,50.8,69.62,29.80000000000001,61.513,732.0,Medium Performer
478,Electronics,9,87.59,4.3,-8.45,393,605,3.84,87.59,57.0,57.75,87.9,61.6,70.2995,328.0,Medium Performer
479,Pharma,6,90.93,3.4,3.38,4511,1996,7.14,90.93,66.0,83.1,60.08,28.60000000000001,67.972,439.0,Medium Performer
480,Pharma,17,97.89,7.3,4.15,4754,712,8.84,97.89,27.0,79.25,85.76,11.599999999999994,58.900499999999994,808.0,Low Performer
481,Electronics,19,93.48,0.62,8.79,4873,1084,3.14,93.48,93.8,56.050000000000004,78.32,68.6,81.45349999999999,37.0,Top Performer
482,Furniture,7,71.68,6.37,-6.7,2326,1931,9.81,71.68,36.3,66.5,61.38,1.8999999999999915,47.071999999999996,991.0,Low Performer
483,Apparel,6,95.58,1.43,2.83,4970,219,4.48,95.58,85.7,85.85,95.62,55.199999999999996,83.57849999999999,18.0,Top Performer
484,Pharma,17,76.77,6.48,-5.14,3251,135,3.41,76.77,35.19999999999999,74.3,97.3,65.9,65.88600000000001,545.5,Medium Performer
485,Electronics,14,81.31,5.12,-7.67,938,501,4.79,81.31,48.8,61.65,89.98,52.1,65.25850000000001,572.0,Medium Performer
486,Food,6,83.85,6.82,0.26,2093,1542,1.85,83.85,31.799999999999997,98.7,69.16,81.5,71.12599999999999,296.0,Medium Performer
487,Electronics,14,84.43,1.23,-5.92,1391,969,2.13,84.43,87.7,70.4,80.62,78.7,81.61600000000001,34.0,Top Performer
488,Food,18,83.06,4.69,-4.46,3770,979,4.73,83.06,53.099999999999994,77.7,80.42,52.699999999999996,68.43,413.0,Medium Performer
489,Furniture,19,98.12,4.26,-2.06,2933,590,7.86,98.12,57.400000000000006,89.7,88.2,21.39999999999999,70.34100000000001,325.0,Medium Performer
490,Apparel,9,91.18,5.8,-3.52,4262,786,9.1,91.18,42.0,82.4,84.28,9.0,60.44199999999999,759.0,Medium Performer
491,Electronics,14,88.94,4.51,-7.81,2465,267,6.98,88.94,54.900000000000006,60.95,94.66,30.19999999999999,65.0555,581.0,Medium Performer
492,Pharma,20,71.5,4.56,-7.75,1167,1963,1.95,71.5,54.400000000000006,61.25,60.74,80.5,66.41149999999999,522.0,Medium Performer
493,Furniture,4,97.12,3.72,-5.17,4313,1221,7.05,97.12,62.8,74.15,75.58,29.5,69.4165,372.0,Medium Performer
494,Electronics,9,97.28,2.82,-8.74,3051,239,6.72,97.28,71.8,56.3,95.22,32.8,71.661,280.0,Medium Performer
495,Pharma,3,93.41,4.12,5.66,1788,198,8.25,93.41,58.8,71.7,96.04,17.5,66.582,511.0,Medium Performer
496,Electronics,9,70.21,1.39,-2.82,1414,1448,8.43,70.21,86.1,85.9,71.03999999999999,15.700000000000003,65.71699999999998,553.0,Medium Performer
497,Food,14,71.72,7.71,-3.01,2758,19,8.81,71.72,22.900000000000006,84.95,99.62,11.899999999999991,52.3255,951.0,Low Performer
498,Electronics,14,76.76,5.86,-1.7,4840,1147,4.73,76.76,41.4,91.5,77.06,52.699999999999996,65.349,569.0,Medium Performer
499,Electronics,2,73.94,7.64,6.57,974,1109,7.28,73.94,23.60000000000001,67.15,77.82,27.200000000000003,51.37649999999999,966.0,Low Performer
500,Electronics,7,81.97,2.2,11.77,201,685,3.41,81.97,78.0,41.150000000000006,86.3,65.9,72.0735,257.0,Medium Performer
501,Furniture,20,97.68,7.1,8.98,635,511,9.99,97.68,29.0,55.099999999999994,89.78,0.09999999999999432,53.817,926.0,Low Performer
502,Electronics,17,84.16,6.57,8.19,962,94,2.58,84.16,34.3,59.050000000000004,98.12,74.2,67.3325,475.0,Medium Performer
503,Pharma,9,70.4,5.58,2.11,2371,58,1.09,70.4,44.2,89.45,98.84,89.1,73.29150000000001,212.0,Medium Performer
504,Food,2,78.48,5.19,7.35,545,1528,2.34,78.48,48.099999999999994,63.25,69.44,76.6,67.32050000000001,476.0,Medium Performer
505,Food,17,71.34,2.87,3.82,3845,847,7.98,71.34,71.3,80.9,83.06,20.19999999999999,63.708000000000006,645.0,Medium Performer
506,Electronics,10,71.09,6.62,-4.59,2198,1017,5.02,71.09,33.8,77.05,79.66,49.800000000000004,59.2605,793.0,Low Performer
507,Furniture,14,78.27,4.26,-4.79,606,698,5.03,78.27,57.400000000000006,76.05,86.03999999999999,49.699999999999996,67.7825,454.0,Medium Performer
508,Furniture,12,78.27,1.03,-2.59,1602,396,9.6,78.27,89.7,87.05,92.08,4.0,68.97149999999999,390.0,Medium Performer
509,Pharma,14,93.61,2.85,12.77,2170,979,9.28,93.61,71.5,36.150000000000006,80.42,7.200000000000003,60.8625,751.0,Medium Performer
510,Electronics,22,99.25,7.51,3.69,3135,1422,3.8,99.25,24.900000000000006,81.55,71.56,62.0,67.7885,452.5,Medium Performer
511,Food,11,81.14,6.88,8.35,3554,1015,2.88,81.14,31.200000000000003,58.25,79.7,71.2,63.089499999999994,678.0,Medium Performer
512,Furniture,5,82.87,7.86,-1.34,206,227,8.64,82.87,21.39999999999999,93.3,95.46,13.599999999999994,56.471999999999994,872.0,Low Performer
513,Electronics,7,95.34,5.21,0.19,784,1734,9.15,95.34,47.9,99.05,65.32,8.5,63.6665,649.0,Medium Performer
514,Furniture,8,78.04,2.36,-6.86,4704,1014,5.87,78.04,76.4,65.69999999999999,79.72,41.3,68.599,406.0,Medium Performer
515,Furniture,6,74.69,1.72,-5.72,3326,1379,6.66,74.69,82.8,71.4,72.42,33.400000000000006,67.739,456.0,Medium Performer
516,Food,12,95.59,1.9,10.68,204,1263,3.31,95.59,81.0,46.6,74.74,66.9,76.77100000000002,124.0,Medium Performer
517,Apparel,14,71.4,0.65,4.62,1046,264,8.21,71.4,93.5,76.9,94.72,17.89999999999999,69.38199999999999,375.0,Medium Performer
518,Pharma,20,88.59,3.43,-1.56,2344,245,6.69,88.59,65.69999999999999,92.2,95.1,33.099999999999994,72.962,226.0,Medium Performer
519,Pharma,24,86.86,1.94,10.07,4676,1059,5.53,86.86,80.6,49.65,78.82,44.699999999999996,70.47749999999999,317.0,Medium Performer
520,Food,11,80.38,3.59,-3.84,2955,1617,1.54,80.38,64.1,80.8,67.66,84.6,75.945,142.0,Medium Performer
521,Furniture,11,79.46,7.51,14.4,4874,1294,9.24,79.46,24.900000000000006,28.0,74.12,7.599999999999994,43.19499999999999,1000.0,Low Performer
522,Electronics,12,93.16,3.73,-1.38,1227,1799,6.54,93.16,62.7,93.1,64.02000000000001,34.599999999999994,70.91,301.0,Medium Performer
523,Furniture,22,72.59,7.08,-1.57,203,280,2.73,72.59,29.200000000000003,92.15,94.4,72.7,66.87950000000001,499.0,Medium Performer
524,Food,8,77.1,5.04,-2.2,4237,132,6.46,77.1,49.6,89.0,97.36,35.400000000000006,65.696,556.0,Medium Performer
525,Pharma,19,91.97,2.35,-6.95,1766,665,7.1,91.97,76.5,65.25,86.7,29.0,70.97349999999999,299.0,Medium Performer
526,Furniture,5,86.45,3.17,-7.22,3252,1290,5.73,86.45,68.3,63.9,74.2,42.699999999999996,68.555,408.0,Medium Performer
527,Pharma,3,73.84,1.13,6.2,2907,1689,7.46,73.84,88.7,69.0,66.22,25.400000000000006,66.379,523.0,Medium Performer
528,Electronics,15,96.46,3.0,11.88,836,1454,6.23,96.46,70.0,40.599999999999994,70.92,37.699999999999996,67.16,483.0,Medium Performer
529,Pharma,14,81.8,5.58,9.76,4418,268,9.53,81.8,44.2,51.2,94.64,4.700000000000003,53.674,932.0,Low Performer
530,Pharma,13,94.84,1.04,-6.47,4322,957,1.48,94.84,89.6,67.65,80.86,85.2,86.12550000000002,8.0,Top Performer
531,Apparel,8,93.63,2.04,3.64,3817,56,1.96,93.63,79.6,81.8,98.88,80.4,86.227,7.0,Top Performer
532,Apparel,3,88.73,3.36,-7.36,2928,872,2.56,88.73,66.4,63.199999999999996,82.56,74.4,75.83500000000001,146.0,Medium Performer
533,Apparel,14,84.83,7.87,-8.87,692,534,7.21,84.83,21.299999999999997,55.650000000000006,89.32,27.900000000000006,53.6335,934.0,Low Performer
534,Pharma,15,99.39,6.39,6.41,4712,897,6.81,99.39,36.1,67.95,82.06,31.900000000000006,63.62050000000001,651.0,Medium Performer
535,Food,18,74.35,6.0,3.38,715,217,9.03,74.35,40.0,83.1,95.66,9.700000000000003,56.27599999999999,875.0,Low Performer
536,Pharma,10,91.75,1.37,-7.95,3476,1344,7.6,91.75,86.3,60.25,73.12,24.0,70.2495,329.0,Medium Performer
537,Food,18,75.74,6.36,-9.13,3833,756,5.58,75.74,36.4,54.349999999999994,84.88,44.2,57.302499999999995,856.0,Low Performer
538,Food,9,80.15,6.39,14.74,3751,158,9.93,80.15,36.1,26.299999999999997,96.84,0.7000000000000028,46.839,993.0,Low Performer
539,Apparel,3,79.26,5.01,-9.25,1119,1867,3.39,79.26,49.900000000000006,53.75,62.66,66.1,63.8015,637.0,Medium Performer
540,Furniture,14,98.41,7.93,1.11,2399,447,8.5,98.41,20.700000000000003,94.45,91.06,15.0,60.9715,744.0,Medium Performer
541,Electronics,4,99.02,2.94,2.62,4553,164,4.84,99.02,70.6,86.9,96.72,51.6,80.38299999999998,54.0,Top Performer
542,Apparel,17,75.49,7.56,-7.07,1262,1711,6.84,75.49,24.400000000000006,64.65,65.78,31.599999999999994,51.3425,968.0,Low Performer
543,Apparel,7,70.66,7.36,-5.77,1202,1123,7.55,70.66,26.39999999999999,71.15,77.53999999999999,24.5,51.12449999999999,970.0,Low Performer
544,Furniture,20,91.6,0.59,-1.2,2561,1731,6.7,91.6,94.1,94.0,65.38,33.0,78.24299999999998,89.0,Medium Performer
545,Electronics,8,82.54,3.88,9.04,193,1863,2.26,82.54,61.2,54.800000000000004,62.74,77.4,70.036,343.0,Medium Performer
546,Pharma,11,72.67,7.83,2.68,2539,367,4.99,72.67,21.700000000000003,86.6,92.66,50.099999999999994,59.501999999999995,784.0,Low Performer
547,Pharma,10,90.51,1.27,5.95,3278,1207,6.05,90.51,87.3,70.25,75.86,39.5,75.00150000000001,161.0,Medium Performer
548,Apparel,3,86.35,4.61,14.63,4632,1250,8.64,86.35,53.9,26.849999999999994,75.0,13.599999999999994,53.62749999999999,935.0,Low Performer
549,Electronics,16,99.42,7.84,9.2,3255,1940,4.99,99.42,21.599999999999994,54.0,61.2,50.099999999999994,59.465999999999994,785.0,Low Performer
550,Apparel,6,76.82,4.67,0.86,4293,465,9.27,76.82,53.3,95.7,90.7,7.300000000000011,61.256,737.0,Medium Performer
551,Food,23,82.12,1.92,1.16,3192,785,4.96,82.12,80.8,94.2,84.3,50.4,77.476,105.0,Medium Performer
552,Apparel,5,86.28,4.87,5.47,3354,1642,5.94,86.28,51.3,72.65,67.16,40.599999999999994,64.44250000000001,605.0,Medium Performer
553,Apparel,21,93.75,2.03,6.63,1407,638,8.17,93.75,79.7,66.85,87.24,18.299999999999997,70.46149999999999,318.0,Medium Performer
554,Pharma,5,86.47,4.4,2.52,2763,1232,6.25,86.47,56.0,87.4,75.36,37.5,68.087,432.0,Medium Performer
555,Pharma,19,88.39,1.06,6.12,4235,841,9.64,88.39,89.4,69.4,83.18,3.5999999999999943,68.315,418.0,Medium Performer
556,Pharma,5,76.78,5.04,-9.41,1407,495,6.94,76.78,49.6,52.95,90.1,30.599999999999994,58.506499999999996,816.0,Low Performer
557,Food,18,95.41,4.38,0.74,4344,542,5.7,95.41,56.2,96.3,89.16,43.0,74.634,173.0,Medium Performer
558,Pharma,13,82.86,6.05,-3.03,4683,209,1.21,82.86,39.5,84.85,95.82,87.9,74.6225,175.0,Medium Performer
559,Electronics,23,74.23,5.23,-6.77,3242,380,4.72,74.23,47.699999999999996,66.15,92.4,52.800000000000004,63.916500000000006,627.0,Medium Performer
560,Furniture,18,89.93,4.62,-7.51,350,1023,3.69,89.93,53.8,62.45,79.53999999999999,63.1,70.3705,324.0,Medium Performer
561,Electronics,11,76.48,5.67,5.08,773,1992,7.73,76.48,43.3,74.6,60.16,22.69999999999999,55.51499999999999,895.0,Low Performer
562,Electronics,23,72.93,1.58,3.09,3060,862,2.87,72.93,84.2,84.55,82.76,71.3,78.14750000000001,93.0,Medium Performer
563,Pharma,2,95.86,4.97,-3.66,117,1481,2.85,95.86,50.300000000000004,81.7,70.38,71.5,74.926,164.0,Medium Performer
564,Furniture,23,83.8,1.79,1.77,3886,257,2.71,83.8,82.1,91.15,94.86,72.9,83.4035,19.0,Top Performer
565,Furniture,19,92.48,7.44,2.31,4043,797,2.13,92.48,25.599999999999994,88.45,84.06,78.7,71.5575,283.0,Medium Performer
566,Furniture,19,78.72,1.01,-5.12,2556,273,3.8,78.72,89.9,74.4,94.54,62.0,79.10500000000002,72.0,Medium Performer
567,Food,15,93.61,3.73,6.3,1587,1091,8.97,93.61,62.7,68.5,78.18,10.299999999999997,63.911,629.0,Medium Performer
568,Pharma,16,73.36,5.72,9.52,447,1335,7.97,73.36,42.800000000000004,52.400000000000006,73.3,20.299999999999997,51.958,957.0,Low Performer
569,Furniture,13,80.68,3.94,9.79,4765,40,7.62,80.68,60.6,51.050000000000004,99.2,23.799999999999997,61.6915,721.0,Medium Performer
570,Food,5,99.34,1.19,5.06,3407,1531,8.18,99.34,88.1,74.7,69.38,18.200000000000003,73.61,205.0,Medium Performer
571,Apparel,4,93.82,4.65,2.79,1213,1282,3.42,93.82,53.5,86.05,74.36,65.8,75.0245,159.0,Medium Performer
572,Apparel,21,84.92,5.31,-8.47,4875,614,8.99,84.92,46.900000000000006,57.65,87.72,10.099999999999994,56.640499999999996,869.0,Low Performer
573,Food,13,80.19,5.78,-2.8,605,1810,2.24,80.19,42.199999999999996,86.0,63.8,77.6,69.407,374.0,Medium Performer
574,Food,8,96.16,3.3,-7.67,3711,1304,4.03,96.16,67.0,61.65,73.92,59.699999999999996,74.17750000000001,191.5,Medium Performer
575,Pharma,12,86.35,4.73,14.1,1801,1639,6.28,86.35,52.699999999999996,29.5,67.22,37.199999999999996,57.666999999999994,842.0,Low Performer
576,Pharma,2,92.75,3.88,-6.62,2991,1699,1.93,92.75,61.2,66.9,66.02000000000001,80.7,75.902,144.0,Medium Performer
577,Apparel,7,92.62,5.54,-6.21,2707,1427,7.57,92.62,44.6,68.95,71.46000000000001,24.299999999999997,61.2845,736.0,Medium Performer
578,Furniture,16,70.54,4.88,12.24,2845,1830,4.49,70.54,51.2,38.8,63.4,55.099999999999994,57.141999999999996,862.0,Low Performer
579,Apparel,16,73.79,4.44,13.6,2379,511,8.06,73.79,55.599999999999994,32.0,89.78,19.39999999999999,53.69499999999999,931.0,Low Performer
580,Furniture,20,89.79,2.37,9.15,2009,1625,5.44,89.79,76.3,54.25,67.5,45.599999999999994,70.01950000000001,344.0,Medium Performer
581,Furniture,12,74.85,0.52,-9.86,1651,1837,2.63,74.85,94.8,50.7,63.26,73.7,74.82600000000001,167.0,Medium Performer
582,Pharma,24,77.66,1.81,-9.97,2843,1117,7.61,77.66,81.9,50.15,77.66,23.89999999999999,63.841499999999996,634.0,Medium Performer
583,Electronics,3,98.4,1.38,-0.55,1530,1398,3.27,98.4,86.2,97.25,72.03999999999999,67.3,86.32149999999999,6.0,Top Performer
584,Electronics,15,86.81,3.87,-6.42,1152,895,5.42,86.81,61.3,67.9,82.1,45.8,68.923,391.0,Medium Performer
585,Food,3,92.52,5.09,-9.54,3326,558,1.68,92.52,49.1,52.300000000000004,88.84,83.2,73.4,207.0,Medium Performer
